"RegionID","RegionName","City","County","State","Metro","SizeRank","2010-09","2010-10","2010-11","2010-12","2011-01","2011-02","2011-03","2011-04","2011-05","2011-06","2011-07","2011-08","2011-09","2011-10","2011-11","2011-12","2012-01","2012-02","2012-03","2012-04","2012-05","2012-06","2012-07","2012-08","2012-09","2012-10","2012-11","2012-12","2013-01","2013-02","2013-03","2013-04","2013-05","2013-06","2013-07","2013-08","2013-09","2013-10","2013-11","2013-12","2014-01","2014-02","2014-03","2014-04","2014-05","2014-06","2014-07","2014-08","2014-09","2014-10","2014-11","2014-12","2015-01","2015-02","2015-03","2015-04","2015-05","2015-06","2015-07","2015-08","2015-09","2015-10","2015-11","2015-12","2016-01","2016-02","2016-03","2016-04","2016-05","2016-06","2016-07","2016-08","2016-09","2016-10","2016-11","2016-12","2017-01","2017-02","2017-03","2017-04"
274772,"Northeast Dallas","Dallas","Dallas","TX","Dallas-Fort Worth",1,21.9398340248963,19.7226502311248,16.1361141602634,12.8917800118273,16.1053276178812,13.4627046694967,18.6206896551724,18.6118251928021,20.3256302521008,22.4960671211327,20.9983722192078,18.6503719447396,19.7344598672299,19.2883895131086,14.6885245901639,12.9842180774749,16.4393939393939,12.9668780831572,14.6862483311081,16.3440860215054,17.0563961485557,17.2096317280453,16.9324221716021,19.6078431372549,18.1364392678869,18.3023872679045,16.697247706422,11.2130479102956,18.8864628820961,14.0830800405268,13.2325141776938,14.9641577060932,16.0683760683761,16.2770562770563,16.2377994676131,19.9288256227758,18.3349851337958,20.0197238658777,16.5751920965971,12.8205128205128,15.7701711491443,13.6094674556213,12.7066115702479,16.5703275529865,19.2678227360308,15.7695939565628,21.2897526501767,17.6328502415459,19.7771587743733,20.0754005655042,14.40329218107,11.1731843575419,16.8814432989691,12.1107266435986,12.3362445414847,11.3482056256062,14.1114982578397,14.5500420521447,15.606936416185,17.497886728656,20.7712532865907,21.3414634146341,15.179392824287,11.4087301587302,15.005359056806,12.5510204081633,14.247311827957,15.4121863799283,14.9606299212598,20.0720072007201,21.2467076382792,18.0860403863038,20.5641492265696,19.8339483394834,15.6339370829361,12.0915032679739,18.8787185354691,16.4502164502165,15.8444022770398,16.798418972332
192689,"Paradise","Las Vegas","Clark","NV","Las Vegas",2,17.5204918032787,15.827664399093,15.5844155844156,14.5484949832776,18.2875756165658,15.2745731425934,16.1679135494597,12.4180148666375,10.9933774834437,13.9032815198618,13.2268086995118,10.3499079189687,11.0762331838565,11.5709835336004,10.4645917907082,10.8171941426547,11.0897743638982,9.05192949023344,7.39700374531835,5.80743759551707,5.35152151101784,5.0259067357513,4.94931425163983,5.49635445877734,5.61864913329349,6.37886597938144,4.66321243523316,5.73248407643312,7.66939687267312,4.62822458270106,6.18260244428469,4.72334682860999,4.8050139275766,5.47652916073969,7.6587795765878,10.0780234070221,11.9760479041916,11.3842173350582,11.038961038961,11.3018597997139,11.8832522585129,13.1852879944483,11.328125,11.7571059431525,11.6688396349413,11.3696808510638,12.5151883353584,15.1379089159718,13.0829015544041,15.0676110753381,12.7463863337714,10.6397774687065,12.0805369127517,11.5606936416185,13.2236441194394,12.1818181818182,11.750305997552,11.2170499158721,13.1976744186047,13.6337706788363,16.5601394538059,15.6376226197346,14.6827794561934,11.8259803921569,13.8561320754717,12.2260668973472,11.9934282584885,10.3467253714915,9.98406797663303,11.2410986775178,11.9604784191368,13.1501472031403,13.3958103638368,13.6177673874927,13.8837920489297,9.65608465608466,12.2065727699531,11.1989459815547,11.6529449018366,9.36454849498328
112345,"Maryvale","Phoenix","Maricopa","AZ","Phoenix",3,20.249653259362,19.4194885970974,14.8921832884097,14.5738451528953,16.4835164835165,14.35124508519,12.9570237331623,10.0076982294072,7.37847222222222,6.08856088560886,7.52475247524752,5.66388115134633,5.56088207094918,5.71715145436309,5.48481880509305,4.90196078431373,5.41125541125541,3.99543378995434,4.31654676258993,4.05405405405405,4.28082191780822,5.63636363636364,8.33333333333333,10.2880658436214,7.22433460076046,12.5233644859813,10.6090373280943,10.4330708661417,11.873840445269,8.29875518672199,5.86011342155009,6.33397312859885,8.10810810810811,10.5263157894737,9.79166666666667,15.2727272727273,14.8450244698206,22.1528861154446,18.5692541856925,15.4320987654321,18.6011904761905,15.0145772594752,14.0909090909091,15.6765676567657,13.4353741496599,14.0221402214022,16.8896321070234,15.8576051779935,15.3719008264463,16,16.2379421221865,12.202852614897,13.4796238244514,12.089552238806,10.0456621004566,7.1656050955414,10.0946372239748,10.0294985250737,9.69230769230769,12.8289473684211,10.0946372239748,12.8571428571429,16.1120840630473,13.6518771331058,15.5763239875389,15.1376146788991,12.3595505617978,11.8421052631579,15.7676348547718,11.7891816920943,14.3459915611814,16.8604651162791,21.2449255751015,19.0231362467866,20.3084832904884,15.9685863874346,20.0253485424588,19.2214111922141,18.5530921820303,12.8662420382166
270958,"Upper West Side","New York","New York","NY","New York",4,11.63012392755,14.9955634427684,10.9090909090909,6.70731707317073,10,7.83333333333333,7.14285714285714,10.0699300699301,10.0974930362117,12.1816930488644,7.03342618384401,6.09665427509294,10.7501933488012,13.2916340891321,9.0702947845805,5.66037735849057,8.31372549019608,10.6430155210643,7.96019900497512,7.35562310030395,8.42797369994023,9.85221674876847,6.2200956937799,5.15239477503628,5.61357702349869,7.43155149934811,5.75221238938053,2.8169014084507,4.63108320251177,5.2757793764988,4.0418118466899,6.69546436285097,6.66161998485995,5.93645484949833,5.56070435588508,4.34782608695652,6.98869475847893,8.1025641025641,5.58530986993114,3.35051546391753,5.27638190954774,4.36573311367381,5.56881463802705,5.11921458625526,7.29166666666667,5.68906326630701,6.19703389830508,2.90763968072976,6.76072898295121,8.20170109356015,5.43677458766035,3.21130378933847,4.17362270450751,4.09240924092409,5.45339251743817,5.32407407407407,6.44977168949772,6.02150537634409,4.40713536201469,3.54033662217063,6.5266742338252,8.7110064743967,7.65136393878909,4.57957957957958,6.45363408521303,6.3802905874921,8.92597968069666,9.05511811023622,9.81366459627329,11.2289457267623,7.28476821192053,4.62304409672831,11.277658815132,10.2240896358543,9.77872947894361,4.36854646544877,8.52090032154341,7.6797385620915,11.783189316575,10.4465037910699
27080,"Sherman Oaks","Los Angeles","Los Angeles","CA","Los Angeles-Long Beach-Anaheim",5,21.7391304347826,21.1538461538462,16.5378670788253,11.4285714285714,15.8862876254181,14.0293637846656,13.4146341463415,14.7967479674797,16.3907284768212,15.8450704225352,16.0427807486631,11.7132867132867,15.9763313609467,18.9583333333333,16.8016194331984,11.4790286975717,13.6470588235294,13.9088729016787,12.5301204819277,12.5,12.8608923884514,12.5984251968504,10.4838709677419,9.2436974789916,9.94152046783626,12.1495327102804,13.0718954248366,7.39299610894942,12.4,4.58015267175572,10.472972972973,8.47953216374269,9.78260869565217,8.97097625329815,10.7142857142857,15.3846153846154,15.819209039548,15.6424581005587,15.7270029673591,11.0344827586207,11.4864864864865,16.9934640522876,14.9863760217984,15.5263157894737,17.426273458445,18.0246913580247,20.6451612903226,18.8436830835118,19.0156599552573,17.7011494252874,8.40336134453782,7.53012048192771,8.994708994709,11.0497237569061,10.1036269430052,11.3207547169811,14.1148325358852,13.0530973451327,14.6666666666667,11.1827956989247,13.1403118040089,15.8018867924528,13.1979695431472,8.47953216374269,11.3207547169811,12.8358208955224,10.7231920199501,11.8203309692671,12.4716553287982,16.5254237288136,17.4568965517241,20.0811359026369,15.1260504201681,12,13.3016627078385,11.1428571428571,11.4035087719298,12.3493975903614,10.9137055837563,11.9047619047619
118208,"South Los Angeles","Los Angeles","Los Angeles","CA","Los Angeles-Long Beach-Anaheim",6,13.4969325153374,13.9484978540773,15.9235668789809,12.3232323232323,14.7773279352227,14.1776937618147,14.4082332761578,15.1515151515152,10.3734439834025,10.8,14.3149284253579,12.8925619834711,15.8316633266533,16.4,15,11.8951612903226,11.9587628865979,12.4505928853755,12.2873345935728,11.9191919191919,11.6465863453815,10.351966873706,9.95670995670996,13.1696428571429,7.78032036613272,8.74704491725768,7.35294117647059,6.44257703081233,9.20245398773006,8.43373493975904,9.55056179775281,7.66961651917404,11.5755627009646,10.0917431192661,11.3268608414239,11.5264797507788,14.7157190635452,11.9741100323625,13.2616487455197,13.0769230769231,11.0344827586207,8.71080139372822,11.4457831325301,12.8919860627178,13.0281690140845,12.3745819397993,12.5,9.21501706484642,13.1578947368421,13.2404181184669,7.51633986928105,10.2112676056338,9.29577464788732,10.2893890675241,10.8552631578947,6.55737704918033,5.58823529411765,8,7.32484076433121,4.32098765432099,11.0759493670886,8.89570552147239,10.126582278481,6.5359477124183,7.71929824561404,5.99250936329588,10.4693140794224,3.63036303630363,4.74683544303798,7.16612377850163,7.18954248366013,9.25925925925926,8.78787878787879,8.41121495327103,11.9122257053292,6.64451827242525,5.68561872909699,8.15602836879433,6.97674418604651,9.44055944055944
270957,"Upper East Side","New York","New York","NY","New York",7,12.1996303142329,15.10663507109,10.9673444239063,6.48442466624285,11.1587982832618,7.71812080536913,10.1686507936508,8.93617021276596,10.4301075268817,11.219512195122,7.9484425349087,4.23489553924337,11.026837806301,12.5142857142857,8.34254143646409,5.16379789006108,10.2320675105485,9.45378151260504,9.90243902439024,8.03535556448373,10.0156494522692,9.7609561752988,5.52631578947368,6.08170844939647,8.552373479796,9.08711963318049,6.01851851851852,3.47912524850895,6.1323032351521,5.80871306960441,5.00446827524576,7.46268656716418,6.01233299075026,6.27753303964758,4.40173589584625,3.67892976588629,7.05967976710335,10.5263157894737,5.71895424836601,3.97762585456805,6.17665225447807,5.463474524248,6.95344725987036,6.59163987138264,5.88235294117647,5.00741839762611,5.4172127566623,3.73873873873874,8.48341232227488,9.85060690943044,7.77227722772277,4.25531914893617,5.96056854653829,4.77941176470588,6.31578947368421,7.01412566975158,9.27495291902072,9.0036563071298,5.76568265682657,4.3609022556391,7.65743073047859,9.85507246376812,7.82608695652174,3.89988358556461,7.32693279434058,6.34842519685039,9.18526206538661,9.71039182282794,10.6629578117756,10.2031602708804,6.63821716453295,4.68262226847034,13.0841121495327,11.2324492979719,8.96151818661044,4.0045766590389,9.613196814562,8.44444444444444,10.4838709677419,12.4709976798144
192820,"Sunrise Manor","Las Vegas","Clark","NV","Las Vegas",8,14.1828653707703,12.5,13.7071651090343,11.842865395725,15.495867768595,15.3526970954357,15.059861373661,10.2287166454892,12.5322997416021,13.4788189987163,13.1544502617801,12.1543408360129,12.153950033761,11.9918699186992,11.5942028985507,9.85185185185185,10.7518796992481,9.11831198191409,6.64697193500739,4.58265139116203,4.71111111111111,5.04549214226634,4.03846153846154,5.13937282229965,6.18834080717489,6.04026845637584,4.39350525310411,4.78128179043744,7.8125,3.55276907001045,5.20291363163371,6.76378772112383,5.69948186528497,6.5625,6.92682926829268,8.33333333333333,10.8024691358025,12.7952755905512,11.2512124151309,11.2789526686808,12.3432979749277,10.2658111824015,10.1436265709156,11.4738805970149,9.68360498561841,10.065851364064,11.6696588868941,12.8585558852621,13.2495164410058,14.2028985507246,10.484668644906,10.676532769556,12.1552604698672,9.95348837209302,9.83772819472617,11.2224448897796,10.7721639656816,9.97464074387151,12.2036874451273,12.2144112478032,12.5998225377107,13.7991266375546,11.0810810810811,9.47075208913649,13.5640785781104,12.0265151515152,10.9289617486339,8.83882149046794,10,10.7544141252006,12.3893805309735,14.2528735632184,12.0981387478849,12.4024284475282,11.3718411552347,10.44921875,12.994923857868,10.8910891089109,10.0872938894277,10.4508196721311
194430,"East New York","New York","Kings","NY","New York",9,7.11743772241993,9.3984962406015,9.31174089068826,6.27615062761506,6.66666666666667,5.70175438596491,8.78661087866109,8.53080568720379,7.90697674418605,10.126582278481,7.11462450592885,8.60215053763441,8.92193308550186,5.47945205479452,3.26797385620915,7.29166666666667,4.81099656357388,5.44871794871795,6.44067796610169,6.22710622710623,4.13533834586466,4.8689138576779,4.77941176470588,4.3010752688172,3.40909090909091,7.97101449275362,4,6.99300699300699,7.30897009966777,7.23270440251572,5.75757575757576,5.27859237536657,3.56083086053412,4.24710424710425,4.08163265306122,2.44897959183673,5.11627906976744,4.26356589147287,3.16901408450704,7.44336569579288,3.57142857142857,3.83561643835616,2.04678362573099,4.01146131805158,2.63157894736842,3.43642611683849,3.71900826446281,3.38345864661654,4.36507936507936,3.00429184549356,4.29184549356223,3.00429184549356,4.30622009569378,4.45544554455446,2.92682926829268,5.67685589519651,2.95566502463054,3.46320346320346,5.30612244897959,5.11627906976744,3.34928229665072,5.42986425339367,2.47524752475248,5.63380281690141,4.92610837438424,3.58974358974359,3.82775119617225,1.76211453744493,10.1694915254237,4.8582995951417,6.74603174603175,5.12820512820513,4.149377593361,4.34782608695652,6.66666666666667,3.07017543859649,3.96825396825397,3.64372469635628,4.05405405405405,7.56756756756757
192796,"Spring Valley","Las Vegas","Clark","NV","Las Vegas",10,14.8614609571788,15.0783566285472,14.6761984861228,13.7018295056442,16.4059007599464,15.7725813846859,14.8271553519367,11.7916666666667,12.6480541455161,14.5816072908036,14.0611724723874,12.2670807453416,11.9383259911894,12.4421831637373,9.46691176470588,9.23151280811986,10.0708502024291,7.8070611636002,6.65071770334928,4.76190476190476,4.71436494731004,3.76157407407407,4.39330543933054,5.47703180212014,5.96833130328867,5.65912117177097,4.02075226977951,4.38917337234821,5.47636909227307,5.91482649842271,5.48489666136725,4.30906389301634,7.9449961802903,7.13743356112377,8.5547634478289,10.1567825494206,9.50102529049897,13.6629798308393,12.4124761298536,11.4788732394366,14.6377893950709,11.9170984455959,12.0535714285714,11.5581565471836,11.9338605319914,11.4122681883024,12.0174346201743,14.4137931034483,14.0339425587467,15.8896913985555,12.5168236877524,10.2982954545455,13.6396790663749,9.78189028420357,14.4092219020173,11.5874079035499,10.4658583280153,11.3447703375761,15.6458797327394,14.5074946466809,16.1654135338346,16.9871794871795,13.3103843947217,9.91150442477876,13.4224288204532,13.9076576576577,13.7526652452026,13.8388123011665,11.6290983606557,11.7675544794189,12.156862745098,15.8485273492286,15.2862701500834,14.1573033707865,10.6870229007634,8.58708891595615,11.2380952380952,10.1116625310174,11.3218731475993,9.96784565916399
