"RegionName","City","State","Metro","CountyName","SizeRank","2010-01","2010-02","2010-03","2010-04","2010-05","2010-06","2010-07","2010-08","2010-09","2010-10","2010-11","2010-12","2011-01","2011-02","2011-03","2011-04","2011-05","2011-06","2011-07","2011-08","2011-09","2011-10","2011-11","2011-12","2012-01","2012-02","2012-03","2012-04","2012-05","2012-06","2012-07","2012-08","2012-09","2012-10","2012-11","2012-12","2013-01","2013-02","2013-03","2013-04","2013-05","2013-06","2013-07","2013-08","2013-09","2013-10","2013-11","2013-12","2014-01","2014-02","2014-03","2014-04","2014-05","2014-06","2014-07","2014-08","2014-09","2014-10","2014-11","2014-12","2015-01","2015-02","2015-03","2015-04","2015-05","2015-06","2015-07","2015-08","2015-09","2015-10","2015-11","2015-12","2016-01","2016-02","2016-03","2016-04","2016-05","2016-06","2016-07","2016-08","2016-09","2016-10","2016-11","2016-12","2017-01","2017-02","2017-03","2017-04"
"Sixteen Acres","Springfield","MA","Springfield","Hampden",437,139900,149000,145000,149000,144150,142900,142450,140000,145450,145000,141000,140000,149900,150000,147500,145000,145000,145000,144900,141000,139700,139250,135000,137200,135000,134900,134700,132900,135000,137450,135000,135000,135000,131450,141800,139900,144500,146900,144900,145000,143900,147450,146000,144900,142000,139900,139990,139900,139900,142000,147000,139900,150000,149900,149876,148500,144400,144700,144950,144650,142000,146200,154900,149900,151200,152900,154900,155575,159000,154500,158900,156700,153900,153700,159900,159900,159900,159450,157950,159900,158400,165000,159900,159900,153000,156450,155000,159000
"Porter Ranch","Los Angeles","CA","Los Angeles-Long Beach-Anaheim","Los Angeles",438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7e+05,7e+05,699975,722000,742450,742450,789000,799000,794500,799000,759000,812499.5,749450,749000,750000,789000,799000,797400,797400,839950,850000,862250,865000,862500,865000
"Potomac West","Alexandria","VA","Washington","Alexandria City",439,445000,459000,490000,465000,449900,447000,472200,451950,474700,472750,474900,472400,450000,464450,449000,454900,485000,497000,519250,489000,509900,495000,465000,449900,459450,464950,474000,495000,515000,519900,513985,492450,475000,475000,549000,542450,570000,529900,529900,575000,574000,575000,564900,559900,559900,559000,526000,514500,539900,559000,567499.5,564000,625000,599900,565000,564000,559900,538000,534000,535500,537000,549900,584950,584900,569950,599900,585000,589450,619000,599900,559450,559000,550000,580000,599900,577500,585000,580000,585000,565000,589900,589000,599999,609900,615000,597000,633450,629000
"Waikiki","Honolulu","HI","Urban Honolulu","Honolulu",440,,,,,,,,,,307000,299300,299900,299900,298800,298000,277700,299000,324000,349450,359900,351250,339000,339900,359250,345000,345000,345000,345000,349000,340000,340000,349450,335000,299000,339000,330000,342499.5,369000,365000,377500,382500,349000,388000,393240,395000,366500,375000,390000,369000,359000,358500,365000,368880,349000,360000,365000,365000,389000,399000,399000,399900,389000,384900,397950,385000,398500,412500,410000,419000,415000,425000,438500,445000,397000,427500,425000,419500,439999.5,435000,436500,439499.5,450000,456500,438000,447250,437500,435000,429000
"Girard Estates","Philadelphia","PA","Philadelphia","Philadelphia",441,164950,164900,164950,169000,169900,169626,168000,166800,169900,173350,171800,169450,179900,185000,184900,179999.5,183000,184900,177500,174950,171400,173450,174450,169900,164950,169000,163750,159450,168900,143422,149900,152400,161000,164500,175000,175000,179000,174900,175000,185000,199450,199900,199900,199000,199900,199900,205000,199900,199900,209900,209900,204000,219000,225000,228500,231999,225000,212400,199949.5,195000,197000,194750,194500,209900,209900,199000,199000,217900,217000,217450,215000,219000,219000,205000,228950,225000,224900,229900,229900,229000,219450,207950,218500,214444,218800,219999,237500,239000
"South Central","Reno","NV","Reno","Washoe",442,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,309950,299900,299900,299200,298900,327450,329900,339900,358000,372400,369500,384450,369900,363750,366000,322445,326995,292500,3e+05,335000,350000,359300,359750,349900,372000,366950,375000,351999.5,374000,382200,379500,395000,399000,397000,399000,399000,399450,399900,424750,399900,375000,364900,389500
"Northampton","Hampton","VA","Virginia Beach","Hampton City",443,217600,209500,211450,210000,209950,206700,204850,208500,205000,193400,189000,189000,180000,184900,174950,179900,189500,175000,174900,175000,175000,174900,185000,184900,169000,169450,169950,179900,164950,169900,161950,165000,155000,159950,175000,177450,164950,157000,155000,156950,169900,173900,174400,174900,169900,173400,175900,170900,174900,178950,188000,189900,189900,182200,182450,179950,179950,174900,175000,169000,174900,169900,169900,177000,185000,185000,180000,179900,179900,176000,179900,185450,177000,181200,175000,164950,169950,169950,169950,168000,169900,169900,168000,168500,179900,190000,199900,193000
"Edison","Fresno","CA","Fresno","Fresno",444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102400,102500,101750,107000,108000,110000,109000,107000,100700,94700,107000,110945,121500,119000,121500,126000
"West Side","Jersey City","NJ","New York","Hudson",445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,199000,195000,195000,192000,189900,217450,213450,232000,250000,259900,249000,254500,250000,239000,225000,222500,207450,212000,210000,210000,224500,219000,215000,219000,2e+05,188500,189000,208950,189000,189000,199950,230000,249999,249999,249000,248500,254450,259500,271950,257394,259818,265000
"Germantown East","Philadelphia","PA","Philadelphia","Philadelphia",446,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62450,70000,69900,69950,69900,69900,67450,74950,75000,69950,69950,67500,60000,67500,60000,68550,60000,62500,61500,59900,59900,59000,59000,58500,55000,49000,54900,55450,54900,50900,55000,55000,56000,58249.5,65000,70000,64955.5,70000,67500,64500
"Spring Branch North","Houston","TX","Houston","Harris",447,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,332000,337725,339492.5,325000,339000,344975,345000,334475,334925,325900,320472.5,317950,320475,280000,318950,318000,324900,319950,324885,324999,319000,320999.5,314995
"Seminary Hill","Alexandria","VA","Washington","Alexandria City",448,,,,,,,,,,,,,,,,,,,,,,,,,,,,425000,415000,385000,389000,389000,387000,399000,384950,379900,389900,392950,402450,414900,402450,417500,435000,389900,395000,424750,397499.5,399999,395000,389999,419500,390000,380000,419900,419900,391200,441450,442500,439900,472449.5,435000,449450,424995,379500,407499.5,407499.5,394900,407495,414900,389900,379900,357400,352450,329900,361200,375000,396999.5,389450,387000,389900,389900,387500,389000,387500,385000,387450,387000,415000
"19th Ward","Rochester","NY","Rochester","Monroe",449,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67900,57450,49950,57450,54950,54900,58000,59900,55000,52550,52200,59900,59950
"East Central","Salt Lake City","UT","Salt Lake City","Salt Lake",450,247000,247000,249847.5,239900,249838.5,239900,239999.5,244950,247000,259000,259000,239895,232000,239000,229900,219900,219000,219450,209950,204950,189900,219900,219450,199900,189900,204000,196895,204000,213500,209950,206450,225000,225000,244900,259949.5,262450,249900,259999,279000,279450,299000,299000,297000,295000,292500,299500,318000,299900,299500,299900,299000,298750,298500,299500,292000,290000,299900,295000,271500,285000,304950,270000,284250,289900,337450,329000,317000,299450,319700,305950,299950,299000,299000,299000,345000,375000,369000,369450,369450,369000,366950,366950,373700,372000,374900,378500,381200,412500
"West Las Vegas","Las Vegas","NV","Las Vegas","Clark",451,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79000,82400,85000,82449,78750,79900,79500,80000,84900,89000,89700,98000,104000,105000,109000,105000,111800,110000,115000,115000,115000,118450,120000,120000,120000,114998,114900,115498.5,114900,119450,120000,125000,125000,117499.5,124500,129888,133888,134444,130000,130600
"Meadow Woods","Orlando","FL","Orlando","Orange",452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,223865,218500,212945,229495,225000,232990,214999,229900,224000,229990,237195,229990,237900,235900,240000,249900,237245,239900,239900,240495,250557.5,255000,251995,259900,258990,258940,249945,250000,255035,230000,239900,247310,246714,244490,241890,242000,245245,264445,265000,264885,269490
"Battle Creek","Saint Paul","MN","Minneapolis-St Paul","Ramsey",453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,144900,140000,139994.5,139249.5,130000,129900,142200,144900,155000,155000,150000,152000,152000,148900,149950,151200,152700,149900,149900,154950,159900,162450,167500,173400,169450,169900,179900,169950,164950,168950,170000,165000,169900,175000,179900,175000,169950,161400,154950,150000,164950,169950,187400,199900
"Meyerland Area","Houston","TX","Houston","Harris",454,322500,323900,329000,335000,329000,327000,329000,325000,319900,319900,319000,307975,299900,309000,308000,319000,314500,307000,299900,297000,289900,289500,289700,295000,295000,299900,298500,297000,309000,309900,309000,309495,297450,299450,315000,319500,325000,334000,334900,338950,349000,379000,382400,369900,369900,387000,392499.5,395000,397000,389900,394500,409450,409000,418250,429000,419000,425000,441500,449450,444516,425000,460000,480000,450000,455000,450000,449900,449900,445500,442000,435000,449950,450000,459900,459900,452500,449687,450000,468500,449950,457500,449950,435000,432500,425000,429900,444950,439000
"Cielo Vista","El Paso","TX","El Paso","El Paso",455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,137950,134950,139000,139975,137450,148635,151385,139950,139950,143000,143000,162450
"Columbus Circle","New York","NY","New York","New York",456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1099500,1100000,1099000,1005000,1002000,999000,1015000,1017500,999000,1017500,1100000,1025000,1065000,1099000,1185000,1295000,1300000,1345000,1295000,1250000,1200000,1080000,1100000,1227500,1340000,1425000,1535000,1555000,1502500,1545000,1547500,1535000,1525000,1422000,1410000,1422000,1424000,1424500,1420000,1387500,1380000,1350000,1424000,1455000,1475000,1475000,1540000,1513054
"Central","Tacoma","WA","Seattle","Pierce",457,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,159950,174925,174950,169250,179900,179950,183175,184950,175500,175000,172475,173375,173395,177450,199449.5,199900,215900,218000,219000,215000,211000,210000,210000,202475,219450,221975,226000
"Braeswood Place","Houston","TX","Houston","Harris",458,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,539000,534900,525000,535000,535000,535000,496062.5,498500,499900,529000,539000,585000,575000,568500,558000,549000,549000,540000,548500,548000,552500,550000,534450,540000,529000,546350
"Uptown","Chicago","IL","Chicago","Cook",459,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,239900,239900,244000,239900,239900,245000,239900,239900,249900,250000,253000,256450,249950,250000,245000,249450,249500,249000,247000,245000,245000,249900,250000,270000,267500,272450,266500,259999,269500,274900,274500,274900,274900,279900,285000,288950,288000,289000,259000,232000,237500,269750
"Sutton Place","New York","NY","New York","New York",459,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1250000,1149000,1100000,1095000,1100000,1149000,1100000,1150000,1325000,1395000,1462500,1475000,1399500,1432500,1390000,1300000,1395000,1395000,1395000,1362500,1300000,1395000,1425000,1475000,1499000,1637000,1625000,1589000
"East Side","Chicago","IL","Chicago","Cook",461,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115900,119900,129500,124900,129500,124900,124900,124900,124900,119900,117643,115900
"Sand Lake","Anchorage","AK","Anchorage","Anchorage",462,259900,267000,265000,279000,277700,277700,269900,269900,279000,275000,249672,249450,229900,242450,248900,256000,279900,254000,251000,279900,275000,268950,255000,249900,244900,229500,234700,241900,269450,239900,237800,265000,256750,249900,279900,319450,311950,309000,290000,291000,313900,299500,309500,319900,339900,349900,339000,339950,365000,357000,358500,343000,349900,331000,315000,320000,319950,320000,322500,336000,336000,330000,337654,370000,351250,347400,340000,332000,340750,329500,331735,348450,330000,350000,350000,334900,325000,324900,325000,329500,329000,329000,322500,309000,305000,323250,325000,337000
"Greenway - Upper Kirby Area","Houston","TX","Houston","Harris",463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,569900,547000,565000,597000,619900,639499.5,624900,669900,669900,649945,625000,625000,605000,629900,639900,639450,639900,634000,635500,625000,625000,627000,595000,639900,639900,649000
"Lower Peters Canyon","Irvine","CA","Los Angeles-Long Beach-Anaheim","Orange",464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,682400,759000,757500,734900,725000,745000,789000,742400,742400,720000,730000,715978.5,727000,689997.5,727772,699444,719000,744875,748900,762944,782400,759000,829500,759000,759000,835000,849000,898000,859000,849000,749800,792250,798800,837500,898888,919800,999000,893900,1007218.5,911500,869444,877000
"Nanuet","Clarkstown","NY","New York","Rockland",465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,299500,321950,307500,324900,339000,342000,349750,337000,325000,320000,319900,317450,310000,317450,315000,315000,359000,349900,342400,350000,357500,345000,350000,345000,339000,339000,339000,335000,347000,363000,365000,365000,349950,349000,330000,325000,320500,319000,319000,319000,322000,330000,332499.5,329999.5,332450,337450,354900,365000,365000,347000,339000,350000,349900
"Mount Airy East","Philadelphia","PA","Philadelphia","Philadelphia",466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,165000,155000,149000,134900,149000,148900,152000,135250,147900,156500,163950,185500
"Five Points","Toledo","OH","Toledo","Lucas",467,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49900,45050,47400,49900,50950,49900,49900,49900,45925,49500,49900,49900,48500,48900,52400,49900,49900,49900,49900,48000,49777,48000,49900,49400,49900,48900,48900,53900,54900,54900,54000,53900,51900,54700,51900,53000,49900,50950,49900,49900,49931.5
"Sheep Mountain","Las Vegas","NV","Las Vegas","Clark",468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,259945,269999,275000,278000,255000,275000,284950,292450,289900,320990,310000,310000,317950,309999,302499,325000,329900,330000,328950,329000,335000,329825,325000,329950,339900,339925,335000,344425,329999,314999,314900,330000,338900,355000,339900,335000,335000,339945,345000,377000,385888,389900,396955,395000
"Scripps Ranch","San Diego","CA","San Diego","San Diego",469,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,629900,612450,644450,684950,699000,625000,585000,585000,575000,640894.5,639900,650000,659000,685000,694000,715000,713000,679000,661950,659000,666500,632450,650400,690000,769000,772450
"Springlake, University Terrace","Shreveport","LA","Shreveport","Caddo",470,218000,216450,212000,219000,212500,209450,209900,199900,190500,184000,169900,186200,189900,210000,209900,207000,194900,198900,203500,209950,214950,212000,214900,207950,199900,208475,213900,207950,198400,205000,202000,199900,189900,193450,199900,204000,194950,203450,199900,209450,209900,212750,210900,204700,2e+05,2e+05,2e+05,199000,189810,194500,194750,195000,198777,190000,185000,182000,182500,185000,189000,189900,194999,188500,195000,195000,199000,202450,197000,194950,199000,194950,199000,199900,2e+05,210000,213750,213463.5,215000,214900,216750,209950,203500,200950,195123,199900,199900,207500,209000,209400
"Orangecrest","Riverside","CA","Riverside","Riverside",471,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,385000,391500,399900,405950,415000,425000,399925,399900,399900,393450,399949.5,390300,399000,405000,399900,409900,419450,418500,424500,434900,429900,429900,429900,429900,426944,425000,438700,439948,441249.5,449900,450000,444140,445000,459000,459900,459899,459990,462000,454450,440000,449900,449450
"Roseland","Chicago","IL","Chicago","Cook",472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35000,37500,39700,39500,35000,35450,35000,33750,39145,42900,45000,44000,45000,45000,47499.5
"Cedarbrook","Philadelphia","PA","Philadelphia","Philadelphia",473,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,147450,149900,150000,149999.5,149999.5,149450,149450,147000,145000,148000,145000,147000,144700,147000,145000,139900,135000,137950,141450,139750,149900,149900,147000,154950,149950,139900,154900,150000,136450,134900,145000,144900,149900,154950,155000,155000,154945,154990,159999,146750,157445,155995
"Westbury","Houston","TX","Houston","Harris",474,135000,150000,164900,165000,164900,159900,162450,168000,174500,169900,169950,172690,165000,159000,159500,159900,159500,162500,159900,164500,164900,170000,168250,168500,167500,168250,169000,169999,179700,194900,189000,185497.5,169900,173700,186500,179200,179750,182300,203000,199000,194000,202500,219500,195000,224900,229500,217450,225500,224900,232450,249450,259000,265350,268750,264450,275000,275000,269000,269450,272400,295000,269900,299900,289000,299000,299900,301975,299000,299000,289900,289000,279990,292000,295000,304950,310000,310000,319250,310999.5,309000,306450,3e+05,299900,299900,3e+05,299900,297500,297250
"Mission Hills","Los Angeles","CA","Los Angeles-Long Beach-Anaheim","Los Angeles",475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,378500,368950,379900,389450,382499.5,379450,379450,399950,399950,399000,397000,429900,420000,399000,415000,420000,424950,430000,431770,439000,439000,447000,449900,457250,450000,450000,442450,426250,450000,441995,432450,444500,447375,445000,445000,454950,459900,467450,489950,495000,479000,487500
"West Brighton","New York","NY","New York","Richmond",476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,350000,350000,350000,359000,359000,365000,382500,375000,395000,395000,399000,379450,360000,350000,350000,349000,379000,379000,375000,379900,379950,410000,410000,399000,399900,410000,410000,409000,409500,364450,410000,417550,434999,459250,454250,449000,449999,429999.5,420100,424999,410000,424999,424999
"Centennial","Portland","OR","Portland","Multnomah",477,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,184950,185000,185000,185000,185000,181000,189000,185500,195000,192375,193650,195000,189950,199250,198750,196000,202400,209997.5,203900,199900,208700,217975,215975,216950,224975,225900,225900,227500,229000,229000,239950,239900,245500,249900,252250,259000,256999.5,256999.5,250000,250000,256000,265000,278750,269900,274950
"West Price HIll","Cincinnati","OH","Cincinnati","Hamilton",478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59400,60000,54900,55400,58000,59900,68950,69900,69900,69900,67900,64900,59900,59000,57950,59900,58200,63500,64450,64500,62900,62900,59000,62900,61400,59900,59900,59900,62000,64950,64900,67700,63450,67200,69900,69900,69900,57500,60000,64900,70000,74900
"Petworth","Washington","DC","Washington","District of Columbia",479,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,569900,549000,519950,499450,499000,569590,556000,571795,604950,599900,596665,599000,599000,599000,599900,587450,571500,579450,565000,554500,559000,555000,577450,639000
